Incident_ID,Timestamp,State,City,Industry,Organization,Attack_Type,Attack_Severity,Threat_Severity,Target_System,Security_Tools_Used,User_Role,Data_Compromised_GB,Attack_Duration_Min,Response_Time_Min,Financial_Loss_INR,Affected_Users,Mitigation_Method,Outcome,Reporting_Agency
2048,2025-11-19 14:02:50,Tamil Nadu,Coimbatore,Education,NPCI,Ransomware,6,High,HRMS,Splunk Enterprise Security,Database Administrator,22.03,488,178,4828147,1217,Patch Applied,Ongoing Investigation,CERT-In
2049,2024-02-01 21:57:27,Karnataka,Bengaluru,Government,NPCI,XSS,7,High,File Server,Cisco Secure Endpoint,Finance Manager,50.09,311,216,6012508,3922,Network Isolation,Mitigated,NCIIPC
2050,2024-08-15 11:49:11,Andhra Pradesh,Visakhapatnam,Education,Reliance Retail,DDoS,3,High,ATM Network,Palo Alto Cortex XDR,Finance Manager,46.48,374,219,1929151,6345,Password Reset,Contained,Internal SOC
2051,2024-10-20 20:03:18,Karnataka,Mysuru,Telecommunications,Tech Mahindra,SQL Injection,10,High,Email Server,Microsoft Defender XDR,Network Engineer,12.8,640,53,733371,5267,Backup Restored,Recovered,Internal SOC
2052,2024-08-16 12:53:55,West Bengal,Kolkata,Banking,HDFC Bank,Brute Force,6,High,Web Application,IBM QRadar,Database Administrator,73.68,522,136,8569145,7869,Threat Hunting,Ongoing Investigation,State Cyber Crime Cell
2053,2025-08-29 07:05:06,Karnataka,Bengaluru,Retail,Tech Mahindra,Phishing,10,High,HRMS,Splunk Enterprise Security,Employee,40.23,123,153,2451699,9859,Password Reset,Contained,CERT-In
2054,2024-11-05 21:09:15,Gujarat,Vadodara,Healthcare,Wipro,Insider Threat,8,High,Email Server,Splunk Enterprise Security,Finance Manager,70.65,248,240,1715596,1293,Backup Restored,Contained,CERT-In
2055,2025-08-05 02:45:13,Karnataka,Hubballi,Insurance,Infosys,Zero-Day Exploit,8,High,Cloud Infrastructure,CrowdStrike Falcon,HR Executive,50.15,33,274,3291034,1268,Backup Restored,Resolved,NCIIPC
2056,2024-02-29 04:49:03,Kerala,Kochi,Banking,HDFC Bank,Malware,9,High,Payment Gateway,Sophos Intercept X,Network Engineer,57.87,135,89,5019212,8682,Threat Hunting,Mitigated,NCIIPC
2057,2025-08-12 06:48:59,Gujarat,Surat,Education,Tech Mahindra,Business Email Compromise,7,High,Cloud Infrastructure,Splunk Enterprise Security,Database Administrator,7.51,555,192,366460,6253,Backup Restored,Contained,Internal SOC
2058,2024-10-23 09:18:53,Tamil Nadu,Chennai,Healthcare,BSNL,Credential Theft,4,Medium,Payment Gateway,Microsoft Defender XDR,Security Analyst,7.57,674,119,7680503,8400,MFA Enabled,Mitigated,State Cyber Crime Cell
2059,2025-11-22 19:50:49,Kerala,Thiruvananthapuram,Manufacturing,LIC,DDoS,6,High,File Server,CrowdStrike Falcon,Database Administrator,74.97,524,40,4413723,1242,Backup Restored,Mitigated,NCIIPC
2060,2025-02-13 19:58:46,Maharashtra,Mumbai,Healthcare,HDFC Bank,Insider Threat,9,High,ERP System,Palo Alto Cortex XDR,HR Executive,5.18,291,21,9237455,8249,Firewall Rules Updated,Contained,CERT-In
2061,2024-12-06 18:32:37,West Bengal,Kolkata,Healthcare,SBI,DDoS,1,Medium,HRMS,Microsoft Sentinel,HR Executive,17.92,521,236,7634714,3037,MFA Enabled,Ongoing Investigation,NCIIPC
2062,2025-06-24 18:47:52,Tamil Nadu,Madurai,Manufacturing,NPCI,XSS,8,High,Cloud Infrastructure,Sophos Intercept X,Employee,67.39,458,273,8389548,6026,Patch Applied,Mitigated,State Cyber Crime Cell
2063,2025-05-30 15:18:52,Andhra Pradesh,Vijayawada,Healthcare,Tech Mahindra,Zero-Day Exploit,5,High,Email Server,Microsoft Defender XDR,Security Analyst,63.55,402,113,2522980,2619,Backup Restored,Contained,CERT-In
2064,2025-02-28 00:42:39,Maharashtra,Pune,Manufacturing,HDFC Bank,XSS,7,High,Payment Gateway,CrowdStrike Falcon,System Administrator,63.07,285,24,2473566,2151,Backup Restored,Contained,State Cyber Crime Cell
2065,2024-04-29 17:17:03,Odisha,Bhubaneswar,Insurance,Airtel,DDoS,7,High,VPN Gateway,Sophos Intercept X,System Administrator,18.63,342,168,8041564,8742,Password Reset,Resolved,CERT-In
2066,2024-12-31 12:43:37,West Bengal,Siliguri,Manufacturing,BSNL,Ransomware,5,High,Web Application,Sophos Intercept X,Database Administrator,59.2,187,191,9643419,6751,Network Isolation,Resolved,CERT-In
2067,2024-03-25 17:56:55,Maharashtra,Mumbai,Energy,Airtel,Credential Theft,5,High,Email Server,Splunk Enterprise Security,Network Engineer,7.94,601,197,9356663,3047,Patch Applied,Recovered,State Cyber Crime Cell
2068,2024-05-27 03:48:58,Tamil Nadu,Chennai,Manufacturing,NPCI,DDoS,2,Medium,Web Application,Microsoft Sentinel,System Administrator,46.95,344,104,2944381,6430,Network Isolation,Ongoing Investigation,Internal SOC
2069,2024-01-25 18:44:01,Maharashtra,Mumbai,IT Services,Apollo Hospitals,Phishing,9,High,Web Application,Splunk Enterprise Security,Database Administrator,23.47,357,154,7237211,9709,Patch Applied,Contained,CERT-In
2070,2024-02-05 19:10:13,Tamil Nadu,Coimbatore,Manufacturing,HDFC Bank,Credential Theft,10,High,Web Application,Palo Alto Cortex XDR,System Administrator,46.69,122,146,6763431,4947,MFA Enabled,Recovered,CERT-In
2071,2024-03-02 20:35:26,Tamil Nadu,Coimbatore,Telecommunications,Tech Mahindra,SQL Injection,1,Medium,Payment Gateway,Palo Alto Cortex XDR,System Administrator,74.4,153,52,8008616,5785,Network Isolation,Recovered,Internal SOC
2072,2025-05-30 11:05:05,Delhi,New Delhi,Insurance,Tech Mahindra,Data Breach,3,Medium,VPN Gateway,SentinelOne,Database Administrator,36.11,248,46,2509047,8392,MFA Enabled,Ongoing Investigation,CERT-In
2073,2025-10-20 17:56:07,Tamil Nadu,Coimbatore,Telecommunications,SBI,Business Email Compromise,5,High,Web Application,CrowdStrike Falcon,HR Executive,45.89,509,21,7620726,6675,Patch Applied,Contained,Internal SOC
2074,2025-05-29 03:07:25,Andhra Pradesh,Visakhapatnam,Education,ICICI Bank,XSS,5,High,File Server,Sophos Intercept X,System Administrator,66.65,294,246,9481887,4827,Threat Hunting,Recovered,NCIIPC
2075,2024-12-01 20:18:27,Andhra Pradesh,Tirupati,Telecommunications,SBI,DDoS,2,Medium,HRMS,Sophos Intercept X,Finance Manager,74.76,530,116,1495915,4686,Firewall Rules Updated,Mitigated,CERT-In
2076,2025-07-07 15:07:43,Andhra Pradesh,Vijayawada,Manufacturing,NPCI,Business Email Compromise,6,High,ATM Network,SentinelOne,HR Executive,57.98,364,234,2336353,3369,Backup Restored,Ongoing Investigation,State Cyber Crime Cell
2077,2024-02-12 17:23:36,Tamil Nadu,Chennai,Retail,Wipro,Business Email Compromise,3,Medium,VPN Gateway,Splunk Enterprise Security,Employee,60.56,246,112,2138402,6907,Password Reset,Ongoing Investigation,CERT-In
2078,2024-12-28 07:12:49,Karnataka,Bengaluru,Manufacturing,HDFC Bank,SQL Injection,8,High,HRMS,CrowdStrike Falcon,Network Engineer,74.47,345,197,8345478,229,Backup Restored,Contained,State Cyber Crime Cell
2079,2024-07-30 18:19:57,Kerala,Thiruvananthapuram,Government,Tech Mahindra,Brute Force,1,Medium,ATM Network,Cisco Secure Endpoint,Employee,49.55,622,28,3909374,2274,MFA Enabled,Mitigated,State Cyber Crime Cell
2080,2025-05-01 11:56:27,Delhi,New Delhi,Insurance,Airtel,Brute Force,6,High,Payment Gateway,Microsoft Sentinel,Employee,27.87,204,190,1383309,158,Patch Applied,Mitigated,CERT-In
2081,2024-03-24 01:55:51,West Bengal,Kolkata,Healthcare,Wipro,Data Breach,3,High,File Server,Fortinet FortiGate,System Administrator,62.89,423,72,2043900,8200,Network Isolation,Mitigated,CERT-In
2082,2025-03-09 17:49:19,Gujarat,Ahmedabad,Manufacturing,Infosys,Credential Theft,7,High,Web Application,Microsoft Defender XDR,HR Executive,11.07,403,84,2398739,8724,MFA Enabled,Mitigated,CERT-In
2083,2025-06-02 12:48:27,Andhra Pradesh,Vijayawada,Energy,Airtel,XSS,6,High,Web Application,SentinelOne,Employee,57.57,29,222,8302237,2119,Threat Hunting,Contained,NCIIPC
2084,2025-01-11 04:15:11,Maharashtra,Nashik,Retail,Reliance Retail,SQL Injection,1,Low,Cloud Infrastructure,IBM QRadar,Finance Manager,3.63,236,64,1024251,9274,Threat Hunting,Recovered,Internal SOC
2085,2025-11-07 16:13:51,Delhi,New Delhi,Energy,NIC,DDoS,4,Medium,ERP System,Palo Alto Cortex XDR,Employee,15.34,293,11,335891,7034,Network Isolation,Mitigated,Internal SOC
2086,2024-06-30 06:03:43,Tamil Nadu,Madurai,Retail,TCS,Insider Threat,8,High,Cloud Infrastructure,IBM QRadar,HR Executive,57.07,666,288,1395651,1461,Endpoint Isolation,Resolved,Internal SOC
2087,2025-11-14 22:58:46,Telangana,Nizamabad,Retail,ICICI Bank,DDoS,10,High,Payment Gateway,CrowdStrike Falcon,HR Executive,37.79,530,66,4514052,5806,Password Reset,Contained,NCIIPC
2088,2025-07-12 22:16:57,Andhra Pradesh,Visakhapatnam,Healthcare,ICICI Bank,XSS,2,Medium,VPN Gateway,Sophos Intercept X,Security Analyst,41.23,62,194,8420876,5809,Threat Hunting,Ongoing Investigation,CERT-In
2089,2024-09-22 06:45:55,Delhi,New Delhi,Education,Apollo Hospitals,XSS,10,High,Web Application,Palo Alto Cortex XDR,Security Analyst,17.59,579,7,2939064,2102,Password Reset,Contained,CERT-In
2090,2025-08-30 06:34:56,Andhra Pradesh,Vijayawada,Education,ICICI Bank,DDoS,9,High,Web Application,Splunk Enterprise Security,HR Executive,14.67,432,227,4290898,2827,Patch Applied,Recovered,NCIIPC
2091,2024-02-15 13:39:24,Odisha,Bhubaneswar,Retail,HDFC Bank,XSS,9,High,ATM Network,Sophos Intercept X,Security Analyst,11.98,449,158,6154607,6991,Threat Hunting,Contained,Internal SOC
2092,2024-11-08 00:03:12,Delhi,New Delhi,Government,Tech Mahindra,DDoS,6,High,ERP System,Cisco Secure Endpoint,Security Analyst,30.59,515,119,181030,6530,Password Reset,Recovered,CERT-In
2093,2024-12-19 23:49:28,Telangana,Nizamabad,Banking,Wipro,SQL Injection,4,High,Web Application,Palo Alto Cortex XDR,HR Executive,49.03,340,227,7741044,4639,Firewall Rules Updated,Resolved,CERT-In
2094,2024-05-02 12:11:38,Tamil Nadu,Salem,Telecommunications,NPCI,SQL Injection,5,High,Database Server,SentinelOne,Employee,71.72,51,89,2512402,7637,Network Isolation,Resolved,State Cyber Crime Cell
2095,2024-12-09 21:46:00,Kerala,Kochi,IT Services,Airtel,Malware,10,High,ATM Network,Microsoft Sentinel,HR Executive,66.38,55,45,4162517,8544,Patch Applied,Mitigated,Internal SOC
2096,2025-12-04 06:51:01,Karnataka,Mangaluru,Retail,Infosys,Business Email Compromise,1,Medium,Cloud Infrastructure,IBM QRadar,Database Administrator,58.81,240,198,9865638,2406,Backup Restored,Recovered,NCIIPC
2097,2024-07-17 22:15:37,Tamil Nadu,Coimbatore,Education,LIC,Ransomware,3,High,Database Server,Microsoft Sentinel,HR Executive,56.15,331,78,1558616,4902,Firewall Rules Updated,Mitigated,NCIIPC
2098,2024-09-07 12:57:48,Karnataka,Mangaluru,Telecommunications,TCS,Insider Threat,3,High,Email Server,IBM QRadar,Database Administrator,37.25,447,142,5517181,4912,Endpoint Isolation,Ongoing Investigation,NCIIPC
2099,2024-12-12 09:23:01,Maharashtra,Mumbai,Telecommunications,Airtel,SQL Injection,2,High,Cloud Infrastructure,IBM QRadar,Security Analyst,70.24,661,176,4551493,4141,Backup Restored,Contained,NCIIPC
2100,2025-03-21 01:36:26,Gujarat,Surat,Banking,ICICI Bank,Business Email Compromise,2,Medium,ERP System,Fortinet FortiGate,HR Executive,71.12,184,30,3454946,8796,Endpoint Isolation,Recovered,CERT-In
2101,2024-01-02 12:19:49,Telangana,Karimnagar,Telecommunications,SBI,Phishing,1,Medium,ATM Network,Microsoft Defender XDR,Network Engineer,26.25,582,110,8325033,2375,MFA Enabled,Resolved,NCIIPC
2102,2024-11-20 14:25:31,Delhi,New Delhi,Banking,TCS,Brute Force,5,High,File Server,Cisco Secure Endpoint,Finance Manager,54.07,408,245,5575192,1645,Network Isolation,Ongoing Investigation,State Cyber Crime Cell
2103,2024-07-25 15:29:20,Delhi,New Delhi,Telecommunications,Reliance Retail,Malware,4,High,VPN Gateway,IBM QRadar,Network Engineer,47.13,33,223,5132520,9610,Endpoint Isolation,Resolved,Internal SOC
2104,2024-10-26 12:27:21,Andhra Pradesh,Tirupati,Energy,ICICI Bank,XSS,2,Medium,HRMS,Cisco Secure Endpoint,Security Analyst,1.69,412,18,78444,1458,Password Reset,Mitigated,Internal SOC
2105,2024-02-24 14:18:15,Kerala,Thiruvananthapuram,Banking,Apollo Hospitals,Insider Threat,8,High,File Server,Palo Alto Cortex XDR,Employee,67.51,15,239,3512343,82,Backup Restored,Ongoing Investigation,CERT-In
2106,2025-07-26 21:56:10,Tamil Nadu,Salem,Education,Tech Mahindra,Malware,3,High,ERP System,IBM QRadar,Security Analyst,42.32,572,122,9852279,7409,Backup Restored,Mitigated,NCIIPC
2107,2025-06-13 16:13:48,West Bengal,Kolkata,Healthcare,Apollo Hospitals,Data Breach,5,High,Web Application,SentinelOne,Finance Manager,62.93,546,83,8990498,9009,Firewall Rules Updated,Contained,NCIIPC
2108,2024-09-15 23:42:10,Delhi,New Delhi,Government,NPCI,XSS,1,Medium,HRMS,Cisco Secure Endpoint,Network Engineer,48.96,309,149,9032033,5405,MFA Enabled,Mitigated,State Cyber Crime Cell
2109,2024-07-06 21:43:41,Gujarat,Surat,IT Services,Tech Mahindra,Data Breach,9,High,VPN Gateway,Fortinet FortiGate,Network Engineer,52.51,451,50,1121129,6168,Firewall Rules Updated,Contained,Internal SOC
2110,2025-12-03 18:32:16,Telangana,Warangal,Banking,Tech Mahindra,SQL Injection,6,High,Database Server,Splunk Enterprise Security,Database Administrator,65.78,246,36,5325913,2490,Backup Restored,Mitigated,NCIIPC
2111,2025-01-20 04:10:57,Odisha,Bhubaneswar,IT Services,SBI,Ransomware,2,Medium,File Server,Splunk Enterprise Security,System Administrator,2.04,268,128,9898815,3424,Backup Restored,Contained,NCIIPC
2112,2025-09-17 23:41:54,Telangana,Karimnagar,Energy,Apollo Hospitals,Credential Theft,9,High,File Server,Cisco Secure Endpoint,Network Engineer,9.84,688,142,8615078,1340,Network Isolation,Resolved,Internal SOC
2113,2024-03-05 12:13:46,Odisha,Cuttack,Telecommunications,BSNL,Credential Theft,8,High,HRMS,Sophos Intercept X,Security Analyst,12.99,605,156,6752803,4710,Threat Hunting,Contained,NCIIPC
2114,2024-03-17 15:19:18,Delhi,New Delhi,IT Services,TCS,SQL Injection,3,High,ATM Network,Palo Alto Cortex XDR,Database Administrator,27.31,538,244,7834764,2710,MFA Enabled,Resolved,CERT-In
2115,2025-07-27 17:36:27,Tamil Nadu,Salem,Manufacturing,BSNL,Credential Theft,2,Medium,HRMS,Fortinet FortiGate,Finance Manager,36.34,261,15,8958521,3054,Password Reset,Recovered,State Cyber Crime Cell
2116,2025-02-04 15:44:02,Maharashtra,Nagpur,Energy,NIC,Credential Theft,6,High,Cloud Infrastructure,CrowdStrike Falcon,Database Administrator,50.44,465,177,3336869,1306,Firewall Rules Updated,Recovered,CERT-In
2117,2024-01-20 02:10:04,Odisha,Bhubaneswar,Government,Wipro,Credential Theft,10,High,Database Server,CrowdStrike Falcon,Network Engineer,39.78,200,36,8746110,1071,Backup Restored,Contained,Internal SOC
2118,2025-08-28 11:12:19,Delhi,New Delhi,Manufacturing,Wipro,SQL Injection,1,Medium,ATM Network,Splunk Enterprise Security,System Administrator,69.66,18,274,7108364,1847,Threat Hunting,Contained,State Cyber Crime Cell
2119,2024-03-08 05:55:25,Telangana,Warangal,Banking,Airtel,Ransomware,8,High,ATM Network,Microsoft Defender XDR,System Administrator,36.43,600,120,5070679,6027,Threat Hunting,Mitigated,State Cyber Crime Cell
2120,2024-07-18 01:32:08,Andhra Pradesh,Kakinada,Retail,Apollo Hospitals,Brute Force,8,High,HRMS,IBM QRadar,Finance Manager,47.33,183,294,6680228,1198,Threat Hunting,Ongoing Investigation,Internal SOC
2121,2025-03-20 07:40:39,Andhra Pradesh,Tirupati,Retail,HDFC Bank,DDoS,8,High,ATM Network,Microsoft Sentinel,Security Analyst,50.5,87,170,3703464,3814,Threat Hunting,Ongoing Investigation,NCIIPC
2122,2025-04-18 10:51:54,Maharashtra,Mumbai,Energy,TCS,Phishing,7,High,HRMS,Microsoft Defender XDR,Employee,49.13,49,165,8516345,2757,Firewall Rules Updated,Recovered,CERT-In
2123,2024-10-27 10:36:43,Tamil Nadu,Madurai,Retail,Reliance Retail,Credential Theft,7,High,ERP System,Microsoft Sentinel,Security Analyst,12.26,330,137,7372911,6568,MFA Enabled,Resolved,Internal SOC
2124,2025-08-18 17:11:11,Telangana,Nizamabad,IT Services,Tech Mahindra,Ransomware,8,High,ATM Network,CrowdStrike Falcon,Finance Manager,37.09,237,33,2831966,2876,Firewall Rules Updated,Ongoing Investigation,Internal SOC
2125,2025-01-22 18:52:10,West Bengal,Siliguri,Education,LIC,Credential Theft,6,High,Cloud Infrastructure,Sophos Intercept X,Finance Manager,4.19,284,178,6890202,3306,Threat Hunting,Contained,State Cyber Crime Cell
2126,2024-02-24 11:51:51,Karnataka,Mangaluru,Retail,LIC,Credential Theft,5,High,File Server,Sophos Intercept X,Employee,54.13,298,42,6576771,3572,Backup Restored,Recovered,CERT-In
2127,2025-03-10 23:43:11,Odisha,Cuttack,Government,NIC,Malware,8,High,File Server,Fortinet FortiGate,Finance Manager,54.17,208,265,620778,3056,Endpoint Isolation,Resolved,NCIIPC
2128,2024-07-19 19:35:32,Odisha,Cuttack,Retail,NPCI,Zero-Day Exploit,1,Medium,ATM Network,Fortinet FortiGate,Database Administrator,56.03,178,195,1234698,6971,Firewall Rules Updated,Mitigated,CERT-In
2129,2025-09-12 17:26:53,Andhra Pradesh,Tirupati,Healthcare,Airtel,Brute Force,4,High,ERP System,Sophos Intercept X,HR Executive,74.99,333,122,5584915,4052,Password Reset,Resolved,CERT-In
2130,2025-02-05 20:39:05,Telangana,Nizamabad,Retail,Airtel,Data Breach,8,High,Web Application,Cisco Secure Endpoint,Security Analyst,25.18,74,190,5744566,695,Password Reset,Ongoing Investigation,Internal SOC
2131,2024-02-15 17:46:23,Tamil Nadu,Madurai,Retail,Infosys,Credential Theft,8,High,Cloud Infrastructure,CrowdStrike Falcon,Security Analyst,23.72,15,59,1582996,9662,Network Isolation,Recovered,NCIIPC
2132,2024-10-04 19:30:24,Maharashtra,Nashik,Insurance,TCS,XSS,1,Medium,HRMS,Splunk Enterprise Security,Database Administrator,50.91,212,91,5823103,1480,Firewall Rules Updated,Ongoing Investigation,CERT-In
2133,2025-06-24 18:41:11,Gujarat,Vadodara,Retail,Infosys,Ransomware,3,Medium,Web Application,Microsoft Defender XDR,Security Analyst,18.49,261,267,1989762,4106,Password Reset,Recovered,State Cyber Crime Cell
2134,2025-07-03 09:28:39,Kerala,Thiruvananthapuram,Telecommunications,Tech Mahindra,Brute Force,3,Medium,Email Server,Cisco Secure Endpoint,Database Administrator,25.65,27,272,4941539,1013,Firewall Rules Updated,Ongoing Investigation,Internal SOC
2135,2025-01-21 16:16:18,Odisha,Cuttack,Retail,Airtel,Data Breach,8,High,HRMS,Cisco Secure Endpoint,Finance Manager,24.61,407,94,4837689,2436,Threat Hunting,Mitigated,State Cyber Crime Cell
2136,2025-10-31 18:06:59,Odisha,Cuttack,Retail,LIC,Zero-Day Exploit,2,Medium,VPN Gateway,CrowdStrike Falcon,Employee,17.08,556,39,8447087,8587,Threat Hunting,Recovered,Internal SOC
2137,2024-03-23 04:13:18,Delhi,New Delhi,Telecommunications,Infosys,Brute Force,5,High,ERP System,Sophos Intercept X,System Administrator,64.39,661,117,2019393,527,Network Isolation,Recovered,NCIIPC
2138,2025-11-04 21:30:54,Telangana,Hyderabad,Manufacturing,Infosys,Business Email Compromise,9,High,Web Application,Cisco Secure Endpoint,Database Administrator,14.91,83,51,8006221,6932,MFA Enabled,Resolved,CERT-In
2139,2025-08-10 18:33:58,Kerala,Kochi,Banking,NIC,SQL Injection,9,High,ATM Network,CrowdStrike Falcon,System Administrator,18.91,170,267,7523731,1846,Endpoint Isolation,Mitigated,Internal SOC
2140,2024-02-29 02:03:19,Telangana,Karimnagar,Healthcare,Wipro,Data Breach,6,High,File Server,SentinelOne,Employee,53.27,110,54,2329152,9261,Backup Restored,Recovered,CERT-In
2141,2024-12-24 21:00:35,Maharashtra,Nashik,IT Services,SBI,Brute Force,9,High,Database Server,Splunk Enterprise Security,HR Executive,45.38,349,167,8806059,2046,MFA Enabled,Resolved,Internal SOC
2142,2025-03-08 13:05:45,Gujarat,Ahmedabad,Education,Infosys,XSS,9,High,Email Server,Palo Alto Cortex XDR,HR Executive,6.35,138,47,7018873,1980,Endpoint Isolation,Resolved,NCIIPC
2143,2025-01-24 21:13:02,Odisha,Cuttack,Telecommunications,Reliance Retail,XSS,1,Medium,ERP System,Sophos Intercept X,Finance Manager,57.33,495,27,2214504,1460,Patch Applied,Resolved,State Cyber Crime Cell
2144,2024-03-02 23:16:20,Delhi,New Delhi,Banking,Reliance Retail,Brute Force,5,High,Cloud Infrastructure,Sophos Intercept X,Database Administrator,56.56,653,138,9713511,3668,Network Isolation,Ongoing Investigation,CERT-In
2145,2024-02-13 16:50:41,Delhi,New Delhi,Manufacturing,SBI,Ransomware,5,High,Web Application,Microsoft Sentinel,System Administrator,31.67,177,271,1425440,8991,Firewall Rules Updated,Resolved,State Cyber Crime Cell
2146,2025-07-15 21:13:07,Kerala,Kochi,Manufacturing,NPCI,XSS,7,High,ERP System,Splunk Enterprise Security,HR Executive,25.91,384,9,7338662,3603,Patch Applied,Mitigated,Internal SOC
2147,2025-04-25 03:49:19,Karnataka,Mysuru,Banking,Tech Mahindra,SQL Injection,3,High,Web Application,Microsoft Defender XDR,HR Executive,15.47,629,249,817238,7956,Threat Hunting,Ongoing Investigation,CERT-In
2148,2024-01-01 06:27:16,Kerala,Thiruvananthapuram,Telecommunications,ICICI Bank,Malware,10,High,VPN Gateway,CrowdStrike Falcon,Network Engineer,12.25,612,208,5264534,8095,Endpoint Isolation,Ongoing Investigation,Internal SOC
