Incident_ID,Timestamp,State,City,Industry,Organization,Attack_Type,Attack_Severity,Threat_Severity,Target_System,Security_Tools_Used,User_Role,Data_Compromised_GB,Attack_Duration_Min,Response_Time_Min,Financial_Loss_INR,Affected_Users,Mitigation_Method,Outcome,Reporting_Agency,Severity_Norm,Loss_Norm,Data_Norm,Users_Norm,Response_Norm,TSI_Score
2965,2024-02-28 19:41:31,Gujarat,Vadodara,Banking,BSNL,Ransomware,9,High,ATM Network,Microsoft Sentinel,Finance Manager,60.03,525,54,2165700,2967,Endpoint Isolation,Resolved,NCIIPC,0.9,0.21261434537136692,0.7998663101604279,0.296277766659996,0.16610169491525423,0.57
2966,2025-11-22 12:26:21,West Bengal,Kolkata,IT Services,Reliance Retail,Malware,7,High,Web Application,Fortinet FortiGate,Network Engineer,69.13,578,239,2747879,1434,Threat Hunting,Recovered,NCIIPC,0.7,0.2711292435887591,0.921524064171123,0.14288573143886332,0.7932203389830509,0.59
2967,2024-03-11 20:29:05,Odisha,Bhubaneswar,Healthcare,NIC,Insider Threat,3,Medium,ATM Network,CrowdStrike Falcon,Finance Manager,43.94,624,43,7763862,4341,Endpoint Isolation,Mitigated,State Cyber Crime Cell,0.3,0.7752864438745296,0.58475935828877,0.43376025615369224,0.1288135593220339,0.47
2968,2025-02-09 12:08:09,Andhra Pradesh,Tirupati,Banking,LIC,XSS,8,High,HRMS,IBM QRadar,System Administrator,27.35,120,176,6211297,8173,Patch Applied,Recovered,CERT-In,0.8,0.6192379039050605,0.36296791443850274,0.8171903141885131,0.5796610169491525,0.65
2969,2024-06-14 03:32:39,Tamil Nadu,Madurai,Education,NPCI,DDoS,3,High,Email Server,Microsoft Sentinel,Employee,13.43,520,193,4979176,2607,MFA Enabled,Contained,Internal SOC,0.3,0.49539723822232123,0.1768716577540107,0.26025615369221533,0.6372881355932203,0.35
2970,2025-01-24 04:24:52,West Bengal,Siliguri,Healthcare,Tech Mahindra,Credential Theft,1,Medium,Web Application,Palo Alto Cortex XDR,System Administrator,40.58,716,222,3946333,5963,Firewall Rules Updated,Contained,State Cyber Crime Cell,0.1,0.3915860340745488,0.5398395721925133,0.5960576345807485,0.735593220338983,0.37
2971,2025-03-20 03:48:43,Andhra Pradesh,Tirupati,Government,LIC,Malware,10,High,Web Application,Fortinet FortiGate,Employee,5.61,125,129,5479790,8129,Firewall Rules Updated,Contained,CERT-In,1.0,0.5457140261109287,0.07232620320855615,0.8127876726035621,0.42033898305084744,0.62
2972,2024-10-24 12:22:05,Andhra Pradesh,Tirupati,Government,Wipro,SQL Injection,4,High,HRMS,CrowdStrike Falcon,System Administrator,9.97,483,257,2521408,416,Password Reset,Resolved,CERT-In,0.4,0.2483666095635005,0.1306149732620321,0.041024614768861316,0.8542372881355932,0.32
2973,2024-06-10 09:19:19,West Bengal,Siliguri,IT Services,HDFC Bank,Phishing,3,High,File Server,Microsoft Sentinel,Employee,64.45,529,272,2171304,5672,Network Isolation,Recovered,State Cyber Crime Cell,0.3,0.21317760424812177,0.858957219251337,0.566940164098459,0.9050847457627119,0.48
2974,2025-09-07 16:54:51,Kerala,Thiruvananthapuram,Education,NIC,Credential Theft,9,High,ERP System,Cisco Secure Endpoint,Database Administrator,19.05,106,256,2863436,4257,Patch Applied,Recovered,Internal SOC,0.9,0.28274389491302054,0.2520053475935829,0.4253552131278767,0.8508474576271187,0.56
2975,2024-09-10 07:31:18,Kerala,Kochi,IT Services,Tech Mahindra,Data Breach,9,High,Payment Gateway,Sophos Intercept X,Database Administrator,52.46,247,20,9019666,513,MFA Enabled,Mitigated,NCIIPC,0.9,0.901507491423469,0.698663101604278,0.050730438262957776,0.05084745762711865,0.69
2976,2025-01-18 16:37:36,Andhra Pradesh,Visakhapatnam,Healthcare,Reliance Retail,Zero-Day Exploit,5,High,Database Server,CrowdStrike Falcon,HR Executive,46.53,604,10,5777650,1159,Password Reset,Contained,Internal SOC,0.5,0.5756519791855542,0.6193850267379679,0.11536922153291976,0.01694915254237288,0.46
2977,2025-04-15 08:36:57,Delhi,New Delhi,Healthcare,Wipro,SQL Injection,6,Medium,HRMS,Cisco Secure Endpoint,Employee,9.17,58,9,2361877,2019,Network Isolation,Resolved,State Cyber Crime Cell,0.6,0.2323321249333115,0.1199197860962567,0.2014208525115069,0.013559322033898305,0.31
2978,2025-05-10 10:17:21,Tamil Nadu,Salem,Energy,Reliance Retail,Phishing,5,High,Email Server,Fortinet FortiGate,HR Executive,63.47,304,169,8092658,9808,Firewall Rules Updated,Mitigated,State Cyber Crime Cell,0.5,0.8083337789283286,0.845855614973262,0.9807884730838503,0.5559322033898305,0.7
2979,2024-05-29 02:48:34,Odisha,Bhubaneswar,Manufacturing,Wipro,Credential Theft,3,Medium,Payment Gateway,Splunk Enterprise Security,HR Executive,47.0,194,72,5405071,1090,Password Reset,Recovered,Internal SOC,0.3,0.5382040082643466,0.6256684491978609,0.10846507904742846,0.2271186440677966,0.4
2980,2025-08-23 11:01:14,Odisha,Bhubaneswar,Retail,Airtel,Zero-Day Exploit,4,High,Email Server,SentinelOne,HR Executive,24.77,331,234,7710673,8273,Patch Applied,Resolved,NCIIPC,0.4,0.7699404095426748,0.328475935828877,0.8271963177906744,0.7762711864406779,0.56
2981,2025-10-26 13:55:35,West Bengal,Kolkata,Banking,NPCI,Ransomware,10,High,Email Server,Microsoft Sentinel,Security Analyst,17.63,539,117,3709846,8826,Endpoint Isolation,Recovered,State Cyber Crime Cell,1.0,0.3678166903937626,0.23302139037433156,0.8825295177106264,0.37966101694915255,0.61
2982,2025-07-15 02:19:19,Telangana,Warangal,Healthcare,ICICI Bank,XSS,5,High,Database Server,Cisco Secure Endpoint,Security Analyst,62.17,710,56,3155365,7219,MFA Enabled,Contained,State Cyber Crime Cell,0.5,0.3120857222920656,0.828475935828877,0.7217330398238944,0.17288135593220338,0.51
2983,2024-06-11 12:55:24,Kerala,Thiruvananthapuram,Healthcare,NIC,Phishing,7,High,File Server,Fortinet FortiGate,Employee,26.46,505,221,933099,2380,Patch Applied,Mitigated,Internal SOC,0.7,0.08872543481695695,0.3510695187165776,0.2375425255153092,0.7322033898305085,0.43
2984,2024-05-17 06:15:34,Gujarat,Ahmedabad,Retail,Tech Mahindra,Brute Force,10,High,File Server,SentinelOne,System Administrator,54.23,120,155,5709115,291,Password Reset,Ongoing Investigation,CERT-In,1.0,0.568763516102329,0.7223262032085561,0.028517110266159697,0.5084745762711864,0.69
2985,2025-08-05 09:40:42,Gujarat,Vadodara,Retail,NPCI,DDoS,6,High,HRMS,CrowdStrike Falcon,Security Analyst,70.96,332,100,3591472,3547,Threat Hunting,Ongoing Investigation,State Cyber Crime Cell,0.6,0.35591890197888404,0.9459893048128342,0.35431258755253153,0.3220338983050847,0.56
2986,2024-01-05 18:16:10,Gujarat,Surat,Manufacturing,Apollo Hospitals,SQL Injection,1,Medium,Cloud Infrastructure,Fortinet FortiGate,Employee,64.52,642,91,597566,2967,Threat Hunting,Recovered,NCIIPC,0.1,0.05500096288723043,0.8598930481283422,0.296277766659996,0.29152542372881357,0.28
2987,2025-05-30 03:36:45,Andhra Pradesh,Tirupati,Healthcare,BSNL,Business Email Compromise,9,High,Web Application,Fortinet FortiGate,Security Analyst,71.38,28,221,9376307,2349,Endpoint Isolation,Contained,CERT-In,0.9,0.9373535315849124,0.9516042780748662,0.23444066439863917,0.7322033898305085,0.84
2988,2025-05-23 19:42:46,Odisha,Cuttack,Energy,Wipro,Zero-Day Exploit,6,Medium,VPN Gateway,Splunk Enterprise Security,Security Analyst,9.43,115,37,1603126,653,Firewall Rules Updated,Recovered,CERT-In,0.6,0.15606994863127288,0.1233957219251337,0.06473884330598359,0.10847457627118644,0.29
2989,2025-02-14 09:20:41,Karnataka,Bengaluru,Telecommunications,SBI,Malware,1,Medium,Email Server,CrowdStrike Falcon,Finance Manager,18.07,390,250,7085284,4946,Network Isolation,Recovered,CERT-In,0.1,0.7070824677734309,0.23890374331550804,0.49429657794676807,0.8305084745762712,0.39
2990,2024-10-16 16:55:03,West Bengal,Siliguri,Banking,Reliance Retail,Zero-Day Exploit,10,High,ATM Network,IBM QRadar,Security Analyst,31.34,594,229,6418736,4926,Patch Applied,Recovered,Internal SOC,1.0,0.6400876287685778,0.4163101604278075,0.4922953772263358,0.7593220338983051,0.72
2991,2025-02-13 09:00:46,Maharashtra,Pune,Telecommunications,Tech Mahindra,SQL Injection,9,High,Payment Gateway,Sophos Intercept X,HR Executive,25.26,246,52,2717312,1457,Threat Hunting,Contained,State Cyber Crime Cell,0.9,0.2680569498546824,0.3350267379679145,0.14518711226736042,0.15932203389830507,0.48
2992,2025-03-11 07:38:50,Maharashtra,Nagpur,Telecommunications,Infosys,Ransomware,4,High,ERP System,Palo Alto Cortex XDR,Security Analyst,59.89,491,92,1731616,8538,MFA Enabled,Ongoing Investigation,Internal SOC,0.4,0.16898449771661042,0.7979946524064171,0.8537122273364018,0.29491525423728815,0.46
2993,2025-09-17 20:49:35,Tamil Nadu,Coimbatore,Healthcare,Infosys,XSS,5,High,Database Server,CrowdStrike Falcon,System Administrator,38.4,249,69,154933,5583,Backup Restored,Mitigated,State Cyber Crime Cell,0.5,0.010511853965989778,0.5106951871657753,0.5580348208925355,0.21694915254237288,0.36
2994,2024-11-07 05:42:23,Maharashtra,Pune,Government,ICICI Bank,SQL Injection,8,High,ATM Network,CrowdStrike Falcon,Security Analyst,37.49,351,27,9958359,4924,MFA Enabled,Ongoing Investigation,State Cyber Crime Cell,0.8,0.9958556650133417,0.4985294117647059,0.4920952571542926,0.07457627118644068,0.69
2995,2024-10-07 19:02:00,Maharashtra,Pune,Insurance,Airtel,Phishing,5,High,Database Server,Cisco Secure Endpoint,Network Engineer,46.95,146,41,3981188,3375,Firewall Rules Updated,Recovered,CERT-In,0.5,0.3950893153288833,0.625,0.3371022613568141,0.12203389830508475,0.44
2996,2025-02-04 08:27:48,Gujarat,Ahmedabad,Government,NIC,Zero-Day Exploit,6,High,File Server,Microsoft Defender XDR,Security Analyst,67.85,10,11,2192808,730,Threat Hunting,Contained,CERT-In,0.6,0.21533897449896697,0.9044117647058822,0.07244346607964779,0.020338983050847456,0.45
2997,2024-09-20 14:34:09,Maharashtra,Mumbai,Healthcare,Airtel,Data Breach,10,High,VPN Gateway,Fortinet FortiGate,Database Administrator,59.66,462,11,6971429,3610,Backup Restored,Resolved,CERT-In,1.0,0.6956388847233016,0.7949197860962567,0.36061636982189316,0.020338983050847456,0.72
2998,2025-06-09 07:38:03,Delhi,New Delhi,IT Services,Wipro,SQL Injection,8,High,Payment Gateway,IBM QRadar,Employee,24.47,116,89,6875291,9652,Patch Applied,Recovered,NCIIPC,0.8,0.6859760399885659,0.32446524064171123,0.9651791074644787,0.2847457627118644,0.64
2999,2025-07-29 15:21:31,Gujarat,Ahmedabad,Telecommunications,Infosys,Business Email Compromise,6,High,HRMS,Fortinet FortiGate,Finance Manager,71.29,179,234,3654873,8926,Patch Applied,Ongoing Investigation,Internal SOC,0.6,0.3622913459555319,0.9504010695187166,0.8925355213127877,0.7762711864406779,0.66
3000,2025-03-31 00:21:10,Odisha,Bhubaneswar,IT Services,BSNL,Zero-Day Exploit,1,Medium,File Server,Sophos Intercept X,Employee,30.19,152,86,1713230,953,Network Isolation,Mitigated,State Cyber Crime Cell,0.1,0.16713651811132585,0.4009358288770054,0.09475685411246748,0.2745762711864407,0.19
3001,2024-11-14 01:58:58,Gujarat,Surat,Energy,Infosys,Business Email Compromise,8,High,ERP System,Sophos Intercept X,System Administrator,43.98,32,87,3460123,3988,Network Isolation,Recovered,State Cyber Crime Cell,0.8,0.34271699437665815,0.5852941176470587,0.39843906343806285,0.27796610169491526,0.55
3002,2025-12-07 14:52:41,Kerala,Thiruvananthapuram,Manufacturing,ICICI Bank,Data Breach,2,Low,VPN Gateway,Fortinet FortiGate,HR Executive,4.64,101,19,167128,1356,Patch Applied,Contained,NCIIPC,0.2,0.011737575236872268,0.059358288770053474,0.1350810486291775,0.04745762711864407,0.1
3003,2024-05-14 22:18:50,Andhra Pradesh,Tirupati,Banking,BSNL,Malware,7,High,ERP System,Palo Alto Cortex XDR,Security Analyst,37.97,212,176,4628231,9744,MFA Enabled,Contained,CERT-In,0.7,0.4601237038713695,0.5049465240641711,0.974384630778467,0.5796610169491525,0.62
3004,2024-01-20 18:30:19,Delhi,New Delhi,Education,BSNL,Phishing,3,Medium,Web Application,IBM QRadar,HR Executive,30.15,90,16,544243,8511,Network Isolation,Mitigated,Internal SOC,0.3,0.04964146019536761,0.40040106951871657,0.8510106063638183,0.03728813559322034,0.29
3005,2025-05-08 16:37:39,Karnataka,Bengaluru,Banking,Apollo Hospitals,Data Breach,4,High,Database Server,CrowdStrike Falcon,Database Administrator,15.92,357,113,4466253,3385,Password Reset,Contained,NCIIPC,0.4,0.44384327090580955,0.21016042780748664,0.33810286171703025,0.36610169491525424,0.36
3006,2025-10-25 17:59:48,Telangana,Nizamabad,Manufacturing,LIC,Data Breach,6,High,ATM Network,IBM QRadar,HR Executive,32.2,550,105,9829760,120,MFA Enabled,Ongoing Investigation,Internal SOC,0.6,0.982930160321729,0.42780748663101603,0.011406844106463879,0.3389830508474576,0.58
3007,2025-10-11 06:11:02,Gujarat,Ahmedabad,Insurance,SBI,Ransomware,4,High,Web Application,Microsoft Sentinel,Network Engineer,6.78,429,137,1887928,8962,Patch Applied,Contained,State Cyber Crime Cell,0.4,0.1846954401761581,0.08796791443850267,0.8961376826095657,0.44745762711864406,0.34
3008,2024-01-01 23:51:06,Tamil Nadu,Chennai,Retail,Wipro,DDoS,6,High,Database Server,Fortinet FortiGate,Database Administrator,45.98,205,14,1397513,8084,Endpoint Isolation,Recovered,State Cyber Crime Cell,0.6,0.13540375530040272,0.6120320855614972,0.8082849709825896,0.030508474576271188,0.45
3009,2024-01-27 20:10:42,Gujarat,Surat,Banking,Wipro,DDoS,2,High,ERP System,SentinelOne,Finance Manager,67.09,604,152,1984870,1591,Network Isolation,Mitigated,State Cyber Crime Cell,0.2,0.19443909507094206,0.8942513368983958,0.15859515709425656,0.49830508474576274,0.36
3010,2025-05-11 01:51:05,Delhi,New Delhi,Education,Reliance Retail,DDoS,6,High,ATM Network,Microsoft Defender XDR,HR Executive,15.59,134,154,8003842,8872,Password Reset,Ongoing Investigation,CERT-In,0.6,0.799406869506869,0.2057486631016043,0.8871322793676206,0.5050847457627119,0.59
3011,2025-02-26 22:39:44,Karnataka,Mysuru,Energy,TCS,Brute Force,9,High,ERP System,SentinelOne,HR Executive,1.45,689,242,5223653,7072,Endpoint Isolation,Contained,Internal SOC,0.9,0.5199696579961252,0.016711229946524065,0.7070242145287172,0.8033898305084746,0.6
3012,2024-01-17 18:20:52,Andhra Pradesh,Visakhapatnam,Healthcare,ICICI Bank,Credential Theft,9,High,File Server,Microsoft Defender XDR,Database Administrator,44.82,324,266,320214,6881,Patch Applied,Ongoing Investigation,Internal SOC,0.9,0.027124271954733443,0.596524064171123,0.6879127476485891,0.8847457627118644,0.6
3013,2025-12-12 10:13:45,Maharashtra,Pune,Energy,Reliance Retail,Insider Threat,6,High,Cloud Infrastructure,CrowdStrike Falcon,System Administrator,15.58,242,55,768919,8084,Firewall Rules Updated,Contained,NCIIPC,0.6,0.07222367850260783,0.2056149732620321,0.8082849709825896,0.1694915254237288,0.37
3014,2025-12-24 02:22:38,West Bengal,Siliguri,Insurance,LIC,Ransomware,6,High,ERP System,Splunk Enterprise Security,HR Executive,66.35,659,101,5255220,3157,MFA Enabled,Resolved,CERT-In,0.6,0.5231424618795156,0.8843582887700534,0.31528917350410246,0.3254237288135593,0.58
3015,2025-01-24 18:23:55,Karnataka,Hubballi,Energy,Infosys,DDoS,9,High,Cloud Infrastructure,Sophos Intercept X,HR Executive,8.53,33,106,8731726,8208,MFA Enabled,Ongoing Investigation,State Cyber Crime Cell,0.9,0.8725665990300369,0.11136363636363637,0.8206924154492695,0.3423728813559322,0.67
3016,2025-05-21 05:32:48,Kerala,Thiruvananthapuram,Education,TCS,Ransomware,1,Medium,Web Application,Microsoft Defender XDR,Security Analyst,70.55,182,219,1684894,6399,Password Reset,Recovered,CERT-In,0.1,0.16428846252036838,0.9405080213903743,0.6396838102861717,0.7254237288135593,0.4
3017,2025-01-16 14:51:32,Karnataka,Mysuru,Manufacturing,Tech Mahindra,Data Breach,9,High,VPN Gateway,Microsoft Sentinel,Finance Manager,17.13,651,264,2721958,538,Threat Hunting,Mitigated,State Cyber Crime Cell,0.9,0.2685239200083946,0.22633689839572194,0.053231939163498096,0.8779661016949153,0.52
3018,2024-02-28 19:13:07,Kerala,Kochi,Healthcare,NPCI,Data Breach,6,High,ATM Network,Cisco Secure Endpoint,Database Administrator,59.82,461,107,885800,874,Threat Hunting,Contained,NCIIPC,0.6,0.0839714052645608,0.7970588235294117,0.08685211126676005,0.34576271186440677,0.43
3019,2025-02-10 09:23:28,Kerala,Kochi,Government,Airtel,Business Email Compromise,10,High,File Server,Splunk Enterprise Security,Security Analyst,55.23,534,260,5571839,8376,Network Isolation,Contained,State Cyber Crime Cell,1.0,0.5549658848451199,0.7356951871657753,0.8375025015009006,0.864406779661017,0.81
3020,2024-11-22 00:36:23,Maharashtra,Nashik,Telecommunications,BSNL,SQL Injection,8,High,Email Server,IBM QRadar,Database Administrator,29.44,191,244,1581599,4580,Threat Hunting,Ongoing Investigation,NCIIPC,0.8,0.15390626664699347,0.39090909090909093,0.4576746047628577,0.8101694915254237,0.52
3021,2024-11-10 07:29:27,Delhi,New Delhi,Insurance,SBI,Brute Force,4,High,ERP System,Fortinet FortiGate,Employee,55.63,201,298,6206532,3807,Password Reset,Contained,CERT-In,0.4,0.61875897304358,0.7410427807486631,0.3803281969181509,0.9932203389830508,0.58
3022,2025-07-14 21:49:58,Andhra Pradesh,Visakhapatnam,Healthcare,Tech Mahindra,Business Email Compromise,9,High,Web Application,Sophos Intercept X,Finance Manager,9.7,382,121,8282697,5350,Patch Applied,Recovered,State Cyber Crime Cell,0.9,0.8274346271937848,0.1270053475935829,0.5347208324994998,0.39322033898305087,0.64
3023,2025-04-11 00:59:04,Karnataka,Bengaluru,Government,Tech Mahindra,Ransomware,7,High,ATM Network,IBM QRadar,HR Executive,14.94,134,115,2545097,9900,Network Isolation,Recovered,Internal SOC,0.7,0.25074759449059647,0.1970588235294118,0.9899939963978387,0.3728813559322034,0.48
3024,2024-05-02 16:39:06,Kerala,Kochi,Insurance,SBI,Brute Force,8,High,Email Server,Cisco Secure Endpoint,Network Engineer,73.17,700,37,9947022,5991,Patch Applied,Contained,State Cyber Crime Cell,0.8,0.9947161814505705,0.9755347593582888,0.5988593155893536,0.10847457627118644,0.79
3025,2025-11-17 04:31:49,Telangana,Nizamabad,IT Services,HDFC Bank,Ransomware,5,High,ATM Network,IBM QRadar,Network Engineer,27.3,165,40,3320180,5253,Network Isolation,Mitigated,CERT-In,0.5,0.32865130255122904,0.36229946524064177,0.5250150090054032,0.11864406779661017,0.39
3026,2024-09-19 05:35:01,Delhi,New Delhi,Energy,Apollo Hospitals,Business Email Compromise,5,High,Email Server,Sophos Intercept X,Employee,54.09,124,206,3634344,2158,Patch Applied,Mitigated,CERT-In,0.5,0.3602279731002677,0.7204545454545455,0.2153291975185111,0.6813559322033899,0.5
3027,2025-07-20 15:12:44,West Bengal,Kolkata,IT Services,NPCI,Zero-Day Exploit,4,High,ERP System,Cisco Secure Endpoint,Database Administrator,2.05,588,183,9479634,1270,Firewall Rules Updated,Mitigated,Internal SOC,0.4,0.9477389437830653,0.024732620320855613,0.1264758855313188,0.6033898305084746,0.45
3028,2024-01-08 07:51:57,Andhra Pradesh,Vijayawada,Education,Airtel,Ransomware,1,Low,Web Application,SentinelOne,Database Administrator,6.62,87,200,1218774,3803,Backup Restored,Resolved,State Cyber Crime Cell,0.1,0.11743867172219316,0.0858288770053476,0.37992795677406443,0.6610169491525424,0.19
3029,2024-05-02 10:24:34,Telangana,Nizamabad,Retail,Wipro,Insider Threat,2,High,Email Server,SentinelOne,HR Executive,36.81,428,167,7149332,7756,Endpoint Isolation,Ongoing Investigation,Internal SOC,0.2,0.7135199418166848,0.4894385026737968,0.7754652791675005,0.5491525423728814,0.48
3030,2025-06-10 05:54:27,Gujarat,Surat,Telecommunications,Apollo Hospitals,Credential Theft,2,Medium,VPN Gateway,SentinelOne,Network Engineer,68.13,198,253,5386924,1693,Network Isolation,Mitigated,Internal SOC,0.2,0.5363800505847479,0.9081550802139037,0.16880128076846107,0.8406779661016949,0.49
3031,2024-02-06 12:22:03,Telangana,Karimnagar,Retail,Infosys,Credential Theft,2,Medium,ERP System,CrowdStrike Falcon,Database Administrator,60.97,91,190,772906,3217,Network Isolation,Recovered,Internal SOC,0.2,0.07262441246792219,0.8124331550802139,0.32129277566539927,0.6271186440677966,0.35
